validation_id,outcome_id,year,instrument,title,consensus_primary,consensus_secondary,consensus_confidence,consensus_source,in_stratified_120,in_headline_lineage_95,topic_top1,topic_top2,topic_top3,probability_top1,margin_top1_top2,high_confidence,codable,exact_top1,primary_in_top3,primary_or_secondary_in_top3,same_descriptive_region,human_model_proximity,in_lineage_union_157
OS004,Decision 5 (2025),2025,Decision,Appointment of the Executive Secretary,Operation of the Antarctic Treaty system The Secretariat,,medium,three_coder_unanimous+independent_audit,False,False,Operation of the Antarctic Treaty system The Secretariat,Science issues,Operation of the Antarctic Treaty system General,0.8890629801063781,1.8434207096087856,True,True,True,True,True,True,1.0,True
OS005,Decision 6 (2025),2025,Decision,Liability arising from environmental emergencies,Liability,,high,three_coder_unanimous+independent_audit,False,False,Liability,Emergency report and contingency planning,Repair and remediation of environmental damage,0.769225483434826,0.8976267074523631,True,True,True,True,True,True,1.0,True
OS006,Measure 1 (2005),2005,Measure,Annex VI to the Protocol on Environmental Protection to the Antarctic Treaty: Liability Arising From Environmental Emergencies,Liability,,high,three_coder_unanimous+independent_audit,False,False,Liability,Emergency report and contingency planning,Repair and remediation of environmental damage,0.9826252619298484,2.442241359582292,True,True,True,True,True,True,1.0,True
OS007,Measure 3 (2006),2006,Measure,Antarctic Historic Sites and Monuments: Rocher du Débarquement,Historic Sites and Monuments,,high,three_coder_unanimous+independent_audit,False,False,Historic Sites and Monuments,Science issues,Sub glacial Lakes,0.9936657887138656,2.909867008090643,True,True,True,True,True,True,1.0,True
OS008,Measure 4 (2008),2008,Measure,"Antarctic Specially Protected Area No 170: Marion Nunataks, Charcot Island, Antarctic Peninsula",Management Plans,,medium,three_coder_unanimous+independent_audit,False,False,Area Protection and Management Plans General,Management Plans,Science issues,0.6544213722658728,0.5913571033455225,False,True,False,True,True,True,0.6111111111111112,True
OS009,Measure 4 (2011),2011,Measure,"ASPA 126 (Byers Peninsula, Livingston Island, South Shetland Islands): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Site Guidelines for Visitors,Area Protection and Management Plans General,0.7090123775451082,1.2298837364409203,True,True,True,True,True,True,1.0,True
OS010,Measure 4 (2012),2012,Measure,"ASPA No 112 (Coppermine Peninsula, Robert Island,",INSUFFICIENT_TITLE,,high,three_coder_unanimous+independent_audit,False,False,Area Protection and Management Plans General,Management Plans,Historic Sites and Monuments,0.4904850447264674,0.4773676540643825,False,False,False,False,False,False,,True
OS011,Measure 4 (2014),2014,Measure,"Antarctic Specially Protected Area No 128 (Western shores of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Environmental Protection General,0.9271897187744744,1.5538100095091472,True,True,True,True,True,True,1.0,True
OS012,Measure 4 (2016),2016,Measure,"Antarctic Specially Protected Area ASPA No. 126 (Byers Peninsula, Livingston Island, South Shetland Islands): Revised Management Plan.",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Historic Sites and Monuments,0.8121096629623755,0.887583360975044,True,True,True,True,True,True,1.0,True
OS013,Measure 3 (2022),2022,Measure,"Antarctic Specially Protected Area No 110 (Lynch Island, South Orkney Islands): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Inspections,Nonnative Species and Quarantine,0.9933558802148064,2.9794124233981627,True,True,True,True,True,True,1.0,True
OS014,Measure 4 (2022),2022,Measure,"Antarctic Specially Protected Area No 111 (Southern Powell Island and adjacent islands, South Orkney Islands): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Environmental Protection General,Tourism and NG_Activities,0.9847462140773132,2.580916666070305,True,True,True,True,True,True,1.0,True
OS015,Measure 11 (2023),2023,Measure,"Antarctic Specially Protected Area No 147 (Ablation Valley and Ganymede Heights, Alexander Island): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Environmental Protection General,0.9509272718824444,1.960971068300356,True,True,True,True,True,True,1.0,True
OS016,Measure 15 (2023),2023,Measure,"Antarctic Specially Protected Area No 168 (Mount Harding, Grove Mountains, East Antarctica): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Specially Protected Species,0.9874701865392356,2.5462224068458905,True,True,True,True,True,True,1.0,True
OS017,Measure 4 (2023),2023,Measure,"Antarctic Specially Protected Area No 122 (Arrival Heights, Hut Point Peninsula, Ross Island): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Historic Sites and Monuments,0.5375447613987413,0.1161068211076428,False,True,True,True,True,True,1.0,True
OS018,Measure 1 (2024),2024,Measure,"Antarctic Specially Protected Area No 116 (New College Valley, Caughley Beach, Cape Bird, Ross Island): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Site Guidelines for Visitors,0.9597600565484656,2.0941368697425204,True,True,True,True,True,True,1.0,True
OS019,Measure 6 (2024),2024,Measure,"Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan",Management Plans,,high,three_coder_unanimous+independent_audit,False,False,Management Plans,Area Protection and Management Plans General,Exchange of Information,0.9778528598299469,2.1686389265921955,True,True,True,True,True,True,1.0,True
OS020,Resolution 1 (2001),2001,Resolution,Decision on superseded recommendations,Operation of the Antarctic Treaty system General,,high,three_coder_unanimous+independent_audit,False,False,Mineral resources,Area Protection and Management Plans General,Operation of the Antarctic Treaty system Reports,0.3318924027304437,0.3671376762440692,False,True,False,False,False,False,0.125,True
OS021,Resolution 1 (2004),2004,Resolution,ENHANCING PREVENTION OF MARINE POLLUTION BY FISHING ACTIVITIES,Prevention of marine pollution,Marine living resources,medium,independent_challenge+blind_arbitration,False,False,Prevention of marine pollution,Marine Protected Areas,Tourism and NG_Activities,0.6004980098491567,0.914335351375701,True,True,True,True,True,True,1.0,True
OS022,Resolution 4 (2004),2004,Resolution,"GUIDELINES ON CONTINGENCY PLANNING, INSURANCE AND OTHER MATTERS FOR TOURIST AND OTHER NON-GOVERNMENTAL ACTIVITIES IN THE ANTARCTIC TREATY AREA",Emergency report and contingency planning,Tourism and NG_Activities,high,three_coder_unanimous+independent_audit,False,False,Tourism and NG_Activities,Emergency report and contingency planning,Environmental Impact Assessment EIA Other EIA Matters,0.6211030468516595,0.9018752511274424,True,True,False,True,True,False,0.3333333333333333,True
OS023,Resolution 4 (2008),2008,Resolution,Checklist to assist in the inspection of Antarctic Specially Protected Areas and Antarctic Specially Managed Areas,Inspections,Area Protection and Management Plans General,high,three_coder_unanimous+independent_audit,False,False,Inspections,Area Protection and Management Plans General,Management Plans,0.4801980555944448,0.1967466776363677,False,True,True,True,True,True,1.0,True
OS024,Resolution 1 (2010),2010,Resolution,Site Guidelines for visitors,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,False,Site Guidelines for Visitors,Tourism and NG_Activities,Emergency report and contingency planning,0.997164897153468,3.0671301280214767,True,True,True,True,True,True,1.0,True
OS025,Resolution 3 (2010),2010,Resolution,"Revised Antarctic inspection Checklist ""A""",Inspections,,high,three_coder_unanimous+independent_audit,False,False,Inspections,Management Plans,Tourism and NG_Activities,0.9555123881708514,2.0394506384007185,True,True,True,True,True,True,1.0,True
OS026,Resolution 5 (2010),2010,Resolution,Co-ordination among Antarctic Treaty Parties on Antarctic proposals under consideration in the IMO,Cooperation with Other Organisations,,high,three_coder_unanimous+independent_audit,False,False,Liability,Tourism and NG_Activities,Exchange of Information,0.148287128968273,0.1559830015645629,False,True,False,False,False,True,0.17647058823529413,True
OS027,Resolution 6 (2010),2010,Resolution,Improving the co-ordination of maritime search and rescue,Search and Rescue,,high,three_coder_unanimous+independent_audit,False,False,Search and Rescue,Safety and Operations in Antarctica,Institutional and legal matters,0.4918923975816888,0.1392126838653478,False,True,True,True,True,True,1.0,True
OS028,Resolution 6 (2011),2011,Resolution,Non-native Species,Nonnative Species and Quarantine,,high,three_coder_unanimous+independent_audit,False,False,Nonnative Species and Quarantine,Specially Protected Species,Opening statements,0.9994386873371908,3.616984338475407,True,True,True,True,True,True,1.0,True
OS029,Resolution 7 (2012),2012,Resolution,Vessel Safety in the Antarctic Treaty area.,Safety and Operations in Antarctica,,high,three_coder_unanimous+independent_audit,False,False,Operational issues,Safety and Operations in Antarctica,Search and Rescue,0.5523806032776095,0.3436368993145576,False,True,False,True,True,False,0.42857142857142855,True
OS030,Resolution 8 (2012),2012,Resolution,"Improved Coordination of Maritime, Aeronautical and Land-Based Search and Rescue.",Search and Rescue,,high,three_coder_unanimous+independent_audit,False,False,Search and Rescue,Safety and Operations in Antarctica,Area Protection and Management Plans General,0.4246870594282559,0.0400368808768986,False,True,True,True,True,True,1.0,True
OS031,Resolution 9 (2012),2012,Resolution,The Assessment of Land-Based Expeditionary Activities.,Operational issues,,medium,independent_challenge+blind_arbitration,False,False,Tourism and NG_Activities,Environmental Impact Assessment EIA Other EIA Matters,Science issues,0.557972309801473,0.3447255623312586,False,True,False,False,False,False,0.15,True
OS032,Resolution 1 (2013),2013,Resolution,Air Safety in Antarctica,Safety and Operations in Antarctica,,high,three_coder_unanimous+independent_audit,False,False,Safety and Operations in Antarctica,Operational issues,Search and Rescue,0.5086957264495419,0.0625454718451209,False,True,True,True,True,True,1.0,True
OS033,Resolution 1 (2014),2014,Resolution,Fuel Storage and Handling,Operational issues,,medium,three_coder_unanimous+independent_audit,False,False,Prevention of marine pollution,Emergency report and contingency planning,Operation of the Antarctic Treaty system General,0.6955052995705301,0.9938729949773114,True,True,False,False,False,False,0.3,True
OS034,Resolution 3 (2014),2014,Resolution,Supporting the Polar Code,Institutional and legal matters,,medium,independent_challenge+blind_arbitration,False,False,Safety and Operations in Antarctica,Operational issues,Environmental Monitoring and Reporting,0.5913418797116821,0.7145240311245046,True,True,False,False,False,True,0.5238095238095238,True
OS035,Resolution 4 (2014),2014,Resolution,Site Guidelines for visitors,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,False,Site Guidelines for Visitors,Tourism and NG_Activities,Emergency report and contingency planning,0.997164897153468,3.0671301280214767,True,True,True,True,True,True,1.0,True
OS036,Resolution 5 (2014),2014,Resolution,Strengthening Cooperation in Hydrographic Surveying and Charting of Antarctic Waters,Operational issues,,high,three_coder_unanimous+independent_audit,False,False,Science issues,Cooperation with Other Organisations,Tourism and NG_Activities,0.1756641198948537,0.0604570770057558,False,True,False,False,False,True,0.4,True
OS037,Resolution 6 (2014),2014,Resolution,Toward a Risk-based Assessment of Tourism and Non-Governmental Activities.,Tourism and NG_Activities,,high,three_coder_unanimous+independent_audit,False,False,Tourism and NG_Activities,Environmental Impact Assessment EIA Other EIA Matters,Area Protection and Management Plans General,0.8257500103110158,0.6992657029621767,True,True,True,True,True,True,1.0,True
OS038,Resolution 1 (2015),2015,Resolution,Cooperative Air Transport Systems.,Operational issues,,high,three_coder_unanimous+independent_audit,False,False,Operational issues,Safety and Operations in Antarctica,Climate Change,0.8646245641410133,1.0557042986777792,True,True,True,True,True,True,1.0,True
OS039,Resolution 3 (2016),2016,Resolution,Code of Conduct for Activity within Terrestrial Geothermal Environments in Antarctica,Environmental Protection General,,medium,three_coder_unanimous+independent_audit,False,False,Area Protection and Management Plans General,Fauna and Flora_General,Human Footprint and wilderness values,0.7694991708149177,1.2007212162171277,True,True,False,False,False,True,0.24,True
OS040,Resolution 1 (2017),2017,Resolution,Guidance Material for Antarctic Specially Managed Area (ASMA) designations,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,False,False,Area Protection and Management Plans General,Management Plans,Biological Prospecting,0.4228752397484354,0.1242033789733947,False,True,True,True,True,True,1.0,True
OS041,Resolution 2 (2018),2018,Resolution,Guidelines for the assessment and management of Heritage in Antarctica,Historic Sites and Monuments,,high,three_coder_unanimous+independent_audit,False,False,Historic Sites and Monuments,Safety and Operations in Antarctica,Tourism and NG_Activities,0.3188558203261032,0.2179623418562104,False,True,True,True,True,True,1.0,True
OS042,Resolution 1 (2019),2019,Resolution,Revised Antarctic Clean-Up Manual,Repair and remediation of environmental damage,,medium,three_coder_unanimous+independent_audit,False,False,Repair and remediation of environmental damage,Emergency report and contingency planning,CEP Strategy Discussions,0.5551751639372192,0.2251224843573327,False,True,True,True,True,True,1.0,True
OS043,Resolution 5 (2019),2019,Resolution,Reducing Plastic Pollution in Antarctica and the Southern Ocean,Prevention of marine pollution,,medium,three_coder_unanimous+independent_audit,False,False,Environmental Monitoring and Reporting,Prevention of marine pollution,Environmental Protection General,0.694245224497095,1.0571122477517547,True,True,False,True,True,False,0.2857142857142857,True
OS044,Resolution 2 (2021),2021,Resolution,"Revised Guide to the presentation of Working Papers containing proposals for Antarctic Specially Protected Areas, Antarctic Specially Managed Areas or Historic Sites and Monuments",Area Protection and Management Plans General,Historic Sites and Monuments,high,three_coder_unanimous+independent_audit,False,False,Historic Sites and Monuments,Area Protection and Management Plans General,Educational issues,0.4259099232246135,0.1844372832105771,False,True,False,True,True,True,0.35714285714285715,True
OS045,Resolution 6 (2022),2022,Resolution,Revised standard Post Visit Report Form,Site Guidelines for Visitors,,high,three_coder_unanimous+independent_audit,False,False,Tourism and NG_Activities,Management Plans,Exchange of Information,0.92066538039785,1.651040713146771,True,True,False,False,False,True,0.5,True
OS046,Resolution 1 (2024),2024,Resolution,Revised Guide to the Preparation of Management Plans for Antarctic Specially Protected Areas,Area Protection and Management Plans General,,high,three_coder_unanimous+independent_audit,False,False,Area Protection and Management Plans General,Management Plans,Climate Change,0.8225122738004439,1.0660942203102524,True,True,True,True,True,True,1.0,True
