validation_id,outcome_id,year,instrument,title,primary_a,secondary_a,confidence_a,rationale_a,primary_b,secondary_b,confidence_b,rationale_b,primary_c,secondary_c,confidence_c,rationale_c,n_distinct_primary,unanimous_primary,majority_primary,majority_count
OV164,Resolution 2 (2010),2010,Resolution,The contribution of the IPY to hydrographic knowledge,International Polar Year,Operational issues,high,The title concerns an IPY contribution to hydrographic knowledge.,International Polar Year,Science issues,high,The title concerns the IPY contribution to hydrographic knowledge.,International Polar Year,,high,Title explicitly concerns an IPY contribution.,1,True,International Polar Year,3
OV165,Resolution 7 (2010),2010,Resolution,Enhancement of port State control for passenger vessels bound,INSUFFICIENT_TITLE,,high,The title is truncated before stating the destination or governed action.,Tourism and NG_Activities,,medium,The visible title concerns port control for passenger vessels.,INSUFFICIENT_TITLE,,high,Visible passenger-vessel title is truncated before its destination or purpose.,2,False,INSUFFICIENT_TITLE,2
OV166,Resolution 2 (2011),2011,Resolution,Revised Guide to the Preparation of Management Plans for Antarctic Specially Protected Areas,Area Protection and Management Plans General,,high,The title is general guidance for preparing ASPA management plans.,Area Protection and Management Plans General,,high,The title concerns general guidance for preparing ASPA plans.,Area Protection and Management Plans General,,high,Title gives general guidance for ASPA management plans.,1,True,Area Protection and Management Plans General,3
OV167,Resolution 2 (2012),2012,Resolution,Cooperation on questions related to the exercise of jurisdiction,Institutional and legal matters,,high,The title concerns cooperation on jurisdictional questions.,Institutional and legal matters,,high,The title concerns cooperation on jurisdiction.,Institutional and legal matters,,high,Title concerns cooperation on jurisdictional questions.,1,True,Institutional and legal matters,3
OV168,Resolution 3 (2012),2012,Resolution,Improving Cooperation in Antarctica.,INSUFFICIENT_TITLE,,medium,The generic phrase does not identify what cooperation concerns.,INSUFFICIENT_TITLE,,high,The title does not specify what kind of cooperation is addressed.,INSUFFICIENT_TITLE,,medium,Title does not identify the subject of improved cooperation.,1,True,INSUFFICIENT_TITLE,3
OV169,Resolution 3 (2013),2013,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns site guidelines for visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns visitor site guidelines.,Site Guidelines for Visitors,,high,Title explicitly concerns site guidelines for visitors.,1,True,Site Guidelines for Visitors,3
OV170,Resolution 6 (2013),2013,Resolution,Biological Prospecting in Antarctica,Biological Prospecting,,high,The title explicitly concerns biological prospecting in Antarctica.,Biological Prospecting,,high,The title explicitly concerns biological prospecting.,Biological Prospecting,,high,Title explicitly concerns biological prospecting.,1,True,Biological Prospecting,3
OV171,Resolution 2 (2014),2014,Resolution,"Cooperation, Facilitation, and Exchange of Meteorological and Related Oceanographic and Cryospheric Environmental Information.",Exchange of Information,Science issues,high,The title explicitly concerns exchange of meteorological and related environmental information.,Exchange of Information,Science issues,high,The title concerns exchange of meteorological and related scientific information.,Exchange of Information,Science issues,high,Title concerns exchange of meteorological oceanographic and cryospheric information.,1,True,Exchange of Information,3
OV172,Resolution 3 (2015),2015,Resolution,The Antarctic Environments Portal.,Environmental Protection General,,low,The title identifies an Antarctic environmental portal but no narrower concern.,Science issues,,medium,The title concerns an Antarctic environments information portal.,Exchange of Information,,medium,Title identifies an Antarctic environmental information portal.,3,False,Environmental Protection General,1
OV173,Resolution 5 (2015),2015,Resolution,Important Bird Areas in Antarctica.,Fauna and Flora_General,,high,The title concerns important areas for Antarctic birds.,Fauna and Flora_General,,high,The title concerns important bird areas.,Fauna and Flora_General,,high,Title concerns important areas for Antarctic birds.,1,True,Fauna and Flora_General,3
OV174,Resolution 6 (2015),2015,Resolution,The Role of Antarctica in Global Climate Processes.,Climate Change,,high,The title explicitly concerns Antarctica in global climate processes.,Climate Change,,high,The title explicitly concerns Antarctica in global climate processes.,Climate Change,,high,Title explicitly concerns Antarctica in global climate processes.,1,True,Climate Change,3
OV175,Resolution 1 (2016),2016,Resolution,"Revised Guidelines for Environmental Impact Assessment in Antarctica, and highlighted the importance of the Guidelines for the ongoing implementation of the Protocol.",Environmental Impact Assessment EIA Other EIA Matters,Environmental Protection General,high,The title concerns revised EIA guidance and Protocol implementation.,Environmental Impact Assessment EIA Other EIA Matters,,high,The title explicitly concerns revised EIA guidelines.,Environmental Impact Assessment EIA Other EIA Matters,,high,Title explicitly revises environmental impact assessment guidelines.,1,True,Environmental Impact Assessment EIA Other EIA Matters,3
OV176,Resolution 2 (2016),2016,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns site guidelines for visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns visitor site guidelines.,Site Guidelines for Visitors,,high,Title explicitly concerns site guidelines for visitors.,1,True,Site Guidelines for Visitors,3
OV177,Resolution 4 (2016),2016,Resolution,The Committee for Environmental Protection Non-native Species Manual,Nonnative Species and Quarantine,Operation of the CEP,high,The title explicitly concerns the CEP non-native species manual.,Nonnative Species and Quarantine,Operation of the CEP,high,The title concerns the CEP non-native species manual.,Nonnative Species and Quarantine,,high,Title explicitly concerns the CEP non-native species manual.,1,True,Nonnative Species and Quarantine,3
OV178,Resolution 5 (2016),2016,Resolution,"Revised Guide to the presentation of Working Papers containing proposals for Antarctic Specially Protected Areas, Antarctic Specially Managed Areas or Historic Sites and Monuments",Area Protection and Management Plans General,Historic Sites and Monuments,high,The title gives general proposal guidance spanning protected areas and historic sites.,Area Protection and Management Plans General,Historic Sites and Monuments,high,The title gives proposal guidance spanning protected areas and historic sites.,Area Protection and Management Plans General,Historic Sites and Monuments,high,Title gives proposal guidance spanning protected areas and HSMs.,1,True,Area Protection and Management Plans General,3
OV179,Resolution 3 (2017),2017,Resolution,Antarctic Conservation Biogeographic Regions (ACBRs Version 2),Environmental Domains Analysis,,high,The title concerns Antarctic conservation biogeographic regions.,Environmental Domains Analysis,,high,The title concerns Antarctic conservation biogeographic regions.,Environmental Domains Analysis,,high,Title concerns Antarctic conservation biogeographic regions.,1,True,Environmental Domains Analysis,3
OV180,Resolution 4 (2017),2017,Resolution,Green Expedition in the Antarctic.,Environmental Protection General,,medium,The title describes an environmentally oriented Antarctic expedition.,Environmental Protection General,,low,The title suggests environmentally responsible expedition activity.,Environmental Protection General,,low,Title suggests an environmentally oriented expedition without a narrower concern.,1,True,Environmental Protection General,3
OV181,Resolution 5 (2017),2017,Resolution,Establishment of the Ross Sea Region Marine Protected Area,Marine Protected Areas,,high,The title establishes a named marine protected area.,Marine Protected Areas,,high,The title establishes a marine protected area.,Marine Protected Areas,,high,Title establishes the Ross Sea Region MPA.,1,True,Marine Protected Areas,3
OV182,Resolution 6 (2017),2017,Resolution,"Guidelines on Contingency Planning, insurance and other matters for tourist and other non-governmental activities in the Antarctic Treaty Area.",Emergency report and contingency planning,Tourism and NG_Activities,high,The title concerns contingency planning for tourist and non-governmental activities.,Emergency report and contingency planning,Tourism and NG_Activities,high,The title concerns contingency planning for tourism and nongovernmental activity.,Emergency report and contingency planning,Tourism and NG_Activities,high,Title governs contingency planning for tourism and NGO activities.,1,True,Emergency report and contingency planning,3
OV183,Resolution 1 (2018),2018,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns site guidelines for visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns visitor site guidelines.,Site Guidelines for Visitors,,high,Title explicitly concerns site guidelines for visitors.,1,True,Site Guidelines for Visitors,3
OV184,Resolution 4 (2018),2018,Resolution,Environmental guidelines for the operation of Remotely Piloted Aircraft Systems (RPAS) in Antarctica,Environmental Protection General,Operational issues,high,The title sets environmental guidelines for operating remotely piloted aircraft.,Environmental Protection General,Operational issues,high,The title concerns environmental guidance for operating remotely piloted aircraft.,Environmental Protection General,Operational issues,high,Title gives environmental guidance for RPAS operations.,1,True,Environmental Protection General,3
OV185,Resolution 5 (2018),2018,Resolution,SCAR's Environmental Code of Conduct for Terrestrial Scientific Field Research in Antarctica.,Environmental Protection General,Science issues,high,The title concerns an environmental code for terrestrial scientific field research.,Cooperation with Other Organisations,Environmental Protection General,high,The title adopts a SCAR environmental code for field research.,Environmental Protection General,Science issues,high,Title concerns an environmental code for scientific field research.,2,False,Environmental Protection General,2
OV186,Resolution 2 (2019),2019,Resolution,Site Guidelines for Visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns site guidelines for visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns visitor site guidelines.,Site Guidelines for Visitors,,high,Title explicitly concerns site guidelines for visitors.,1,True,Site Guidelines for Visitors,3
OV187,Resolution 3 (2019),2019,Resolution,Visitor Site Guidelines Assessment and Review Checklist,Site Guidelines for Visitors,,high,The title concerns assessment and review of visitor site guidelines.,Site Guidelines for Visitors,,high,The title concerns assessment and review of visitor site guidelines.,Site Guidelines for Visitors,,high,Title concerns assessment and review of visitor site guidelines.,1,True,Site Guidelines for Visitors,3
OV188,Resolution 4 (2019),2019,Resolution,Scientific Committee on Antarctic Research's Code of Conduct for the Use of Animals for Scientific Purposes in Antarctica,Fauna and Flora_General,Science issues,high,The title concerns use of animals for scientific purposes.,Cooperation with Other Organisations,Fauna and Flora_General,high,The title concerns a SCAR code for scientific use of animals.,Fauna and Flora_General,Science issues,high,Title governs use of animals for scientific purposes.,2,False,Fauna and Flora_General,2
OV189,Resolution 6 (2019),2019,Resolution,Hydrographic Mapping of Antarctic Waters,Operational issues,,medium,The title concerns hydrographic mapping of Antarctic waters.,Operational issues,,medium,The title concerns hydrographic mapping of Antarctic waters.,Operational issues,,high,Title concerns hydrographic mapping of Antarctic waters.,1,True,Operational issues,3
OV190,Resolution 7 (2019),2019,Resolution,SCAR’s Sixtieth Anniversary and the Role of SCAR in Providing Scientific Advice to Support the Work of the Antarctic Treaty System,Cooperation with Other Organisations,Science issues,high,The title recognizes SCAR and its scientific-advice role for the Treaty System.,Cooperation with Other Organisations,Science issues,high,The title concerns SCAR scientific advice to the Treaty System.,Cooperation with Other Organisations,Science issues,high,Title concerns SCAR scientific advice supporting the Treaty System.,1,True,Cooperation with Other Organisations,3
OV191,Resolution 1 (2021),2021,Resolution,SCAR Environmental Code of Conduct for Geosciences Field Research Activities in Antarctica,Environmental Protection General,Science issues,high,The title concerns a SCAR environmental code for geoscience field research.,Cooperation with Other Organisations,Environmental Protection General,high,The title concerns a SCAR environmental code for geoscience fieldwork.,Environmental Protection General,Science issues,high,Title concerns an environmental code for geoscience field research.,2,False,Environmental Protection General,2
OV192,Resolution 5 (2021),2021,Resolution,Coronavirus Disease 2019 and Antarctica,Safety and Operations in Antarctica,,medium,The title concerns a disease hazard affecting Antarctic activity.,Safety and Operations in Antarctica,,medium,The title concerns COVID-19 in Antarctica.,Safety and Operations in Antarctica,,medium,Title concerns an operational health-safety issue in Antarctica.,1,True,Safety and Operations in Antarctica,3
OV193,Resolution 6 (2021),2021,Resolution,Air Safety in Antarctica,Safety and Operations in Antarctica,,high,The title explicitly concerns air safety in Antarctica.,Safety and Operations in Antarctica,,high,The title explicitly concerns air safety.,Safety and Operations in Antarctica,,high,Title explicitly concerns air safety in Antarctica.,1,True,Safety and Operations in Antarctica,3
OV194,Resolution 4 (2022),2022,Resolution,Antarctic Climate Change and the Environment: A Decadal Synopsis and Recommendations for Action report,Climate Change,Environmental Protection General,high,"The title concerns Antarctic climate change, environmental effects, and action.",Climate Change,Environmental Protection General,high,The title concerns Antarctic climate change and environmental action.,Climate Change,,high,Title explicitly concerns Antarctic climate change and action.,1,True,Climate Change,3
OV195,Resolution 2 (2023),2023,Resolution,Helsinki Declaration on Climate Change and the Antarctic,Climate Change,,high,The title explicitly concerns climate change and Antarctica.,Climate Change,,high,The title explicitly concerns climate change and Antarctica.,Climate Change,,high,Title explicitly concerns climate change and Antarctica.,1,True,Climate Change,3
OV196,Resolution 4 (2023),2023,Resolution,Urgent measures to be taken with respect to certain tourist and non-governmental activities,Tourism and NG_Activities,,high,The title calls for measures governing tourist and non-governmental activities.,Tourism and NG_Activities,,high,The title concerns urgent measures for tourism and nongovernmental activities.,Tourism and NG_Activities,,high,Title concerns urgent measures for tourism and NGO activities.,1,True,Tourism and NG_Activities,3
OV197,Resolution 2 (2024),2024,Resolution,General Guidelines for Visitors to the Antarctic,Tourism and NG_Activities,,high,The title concerns general guidelines for Antarctic visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns general visitor guidelines.,Tourism and NG_Activities,,high,Title gives general guidance for Antarctic visitors.,2,False,Tourism and NG_Activities,2
OV198,Resolution 1 (2025),2025,Resolution,Site Guidelines for Visitors,Site Guidelines for Visitors,,high,The title explicitly concerns site guidelines for visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns visitor site guidelines.,Site Guidelines for Visitors,,high,Title explicitly concerns site guidelines for visitors.,1,True,Site Guidelines for Visitors,3
OV199,Resolution 2 (2025),2025,Resolution,Revised Guidelines for implementation of the Framework for Antarctic Specially Protected Areas,Area Protection and Management Plans General,,high,The title concerns implementation guidance for the ASPA framework.,Area Protection and Management Plans General,,high,The title concerns the general ASPA framework.,Area Protection and Management Plans General,,high,Title concerns general implementation of the ASPA framework.,1,True,Area Protection and Management Plans General,3
OV200,Resolution 4 (2025),2025,Resolution,General Guidelines for Visitors to the Antarctic,Tourism and NG_Activities,,high,The title concerns general guidelines for Antarctic visitors.,Site Guidelines for Visitors,,high,The title explicitly concerns general visitor guidelines.,Tourism and NG_Activities,,high,Title gives general guidance for Antarctic visitors.,2,False,Tourism and NG_Activities,2
