paper_id,category,fractional_weight
5665,Cooperation with Other Organisations,0.5
5665,Science issues,0.5
5666,Fauna and Flora_General,1.0
5668,Climate Change,1.0
5669,Human Footprint and wilderness values,0.3333333333333333
5669,Management Plans,0.3333333333333333
5669,Science issues,0.3333333333333333
5670,Climate Change,0.5
5670,Operational issues,0.5
5671,Fauna and Flora_General,0.3333333333333333
5671,Management Plans,0.3333333333333333
5671,Nonnative Species and Quarantine,0.3333333333333333
5673,Operation of the Antarctic Treaty system General,0.5
5673,Operational issues,0.5
5674,Cooperation with Other Organisations,0.5
5674,Science issues,0.5
5675,Inspections,1.0
5676,Area Protection and Management Plans General,0.3333333333333333
5676,Human Footprint and wilderness values,0.3333333333333333
5676,Management Plans,0.3333333333333333
5677,Operation of the Antarctic Treaty system Reports,1.0
5678,Operation of the Antarctic Treaty system Reports,1.0
5679,Environmental Impact Assessment EIA Other EIA Matters,1.0
5680,Operation of the Antarctic Treaty system General,1.0
5681,Safety and Operations in Antarctica,0.5
5681,Search and Rescue,0.5
5682,Inspections,1.0
5683,Area Protection and Management Plans General,0.5
5683,Management Plans,0.5
5684,Safety and Operations in Antarctica,0.5
5684,Search and Rescue,0.5
5685,Environmental Impact Assessment EIA Other EIA Matters,0.5
5685,Operation of the CEP,0.5
5686,Environmental Impact Assessment EIA Other EIA Matters,0.5
5686,Operation of the CEP,0.5
5688,Safety and Operations in Antarctica,0.5
5688,Search and Rescue,0.5
5690,Safety and Operations in Antarctica,0.5
5690,Search and Rescue,0.5
5691,Climate Change,0.5
5691,Cooperation with Other Organisations,0.5
5692,Inspections,1.0
5693,Tourism and NG_Activities,1.0
5695,Fauna and Flora_General,0.5
5695,Nonnative Species and Quarantine,0.5
5696,Cooperation with Other Organisations,0.5
5696,Science issues,0.5
5697,Cooperation with Other Organisations,0.5
5697,Science issues,0.5
5698,Management Plans,0.5
5698,Site Guidelines for Visitors,0.5
5708,Environmental Impact Assessment EIA Other EIA Matters,1.0
5709,Environmental Monitoring and Reporting,0.3333333333333333
5709,Safety and Operations in Antarctica,0.3333333333333333
5709,Search and Rescue,0.3333333333333333
5710,Area Protection and Management Plans General,0.3333333333333333
5710,Human Footprint and wilderness values,0.3333333333333333
5710,Management Plans,0.3333333333333333
5711,CEP Strategy Discussions,1.0
5713,Climate Change,0.5
5713,Operation of the Antarctic Treaty system Reports,0.5
5714,Safety and Operations in Antarctica,0.5
5714,Search and Rescue,0.5
5715,Biological Prospecting,1.0
5716,Climate Change,1.0
5717,Environmental Monitoring and Reporting,0.3333333333333333
5717,Operational issues,0.3333333333333333
5717,Waste management and disposal,0.3333333333333333
5718,Environmental Monitoring and Reporting,0.3333333333333333
5718,Management Plans,0.3333333333333333
5718,Tourism and NG_Activities,0.3333333333333333
5719,Emergency report and contingency planning,0.5
5719,Environmental Protection General,0.5
5720,Climate Change,1.0
5721,Emergency report and contingency planning,0.3333333333333333
5721,Environmental Impact Assessment EIA Other EIA Matters,0.3333333333333333
5721,Operation of the CEP,0.3333333333333333
5722,Exchange of Information,0.5
5722,Search and Rescue,0.5
5731,Operation of the Antarctic Treaty system Reports,1.0
5744,Area Protection and Management Plans General,0.5
5744,Management Plans,0.5
5755,Operation of the Antarctic Treaty system General,1.0
5756,Area Protection and Management Plans General,0.5
5756,Management Plans,0.5
5757,Environmental Impact Assessment EIA Other EIA Matters,1.0
5758,Environmental Monitoring and Reporting,0.5
5758,Environmental Protection General,0.5
5759,Inspections,1.0
5760,Environmental Monitoring and Reporting,0.5
5760,Environmental Protection General,0.5
5761,Operation of the Antarctic Treaty system General,1.0
5771,Environmental Impact Assessment EIA Other EIA Matters,1.0
5772,Safety and Operations in Antarctica,0.5
5772,Search and Rescue,0.5
5773,Cooperation with Other Organisations,0.5
5773,Science issues,0.5
5774,Science issues,1.0
5775,Safety and Operations in Antarctica,0.5
5775,Search and Rescue,0.5
5776,Liability,1.0
5777,Tourism and NG_Activities,1.0
5778,Tourism and NG_Activities,1.0
5779,Tourism and NG_Activities,1.0
5782,Safety and Operations in Antarctica,0.5
5782,Search and Rescue,0.5
5783,Safety and Operations in Antarctica,0.5
5783,Search and Rescue,0.5
5784,Safety and Operations in Antarctica,0.5
5784,Search and Rescue,0.5
5786,Safety and Operations in Antarctica,0.5
5786,Search and Rescue,0.5
5787,Safety and Operations in Antarctica,0.5
5787,Search and Rescue,0.5
5788,Operational issues,1.0
5789,Operational issues,1.0
5790,Operational issues,1.0
5793,Site Guidelines for Visitors,0.5
5793,Tourism and NG_Activities,0.5
5794,Tourism and NG_Activities,1.0
5795,Operation of the Antarctic Treaty system Reports,0.5
5795,Tourism and NG_Activities,0.5
5796,Safety and Operations in Antarctica,0.5
5796,Search and Rescue,0.5
5797,Climate Change,0.5
5797,Tourism and NG_Activities,0.5
5798,Site Guidelines for Visitors,0.5
5798,Tourism and NG_Activities,0.5
5799,Tourism and NG_Activities,1.0
5806,Operation of the Antarctic Treaty system General,1.0
5811,Exchange of Information,1.0
5812,Cooperation with Other Organisations,1.0
5813,Operation of the Antarctic Treaty system Reports,1.0
5814,Area Protection and Management Plans General,0.3333333333333333
5814,Cooperation with Other Organisations,0.3333333333333333
5814,Science issues,0.3333333333333333
5815,Environmental Monitoring and Reporting,0.5
5815,Environmental Protection General,0.5
5816,Cooperation with Other Organisations,0.5
5816,Science issues,0.5
5818,Management Plans,1.0
5825,Safety and Operations in Antarctica,1.0
5829,Operational issues,1.0
5830,Area Protection and Management Plans General,0.5
5830,Management Plans,0.5
5831,Inspections,1.0
5835,Historic Sites and Monuments,1.0
5836,Operation of the Antarctic Treaty system General,1.0
5840,Exchange of Information,1.0
5857,Area Protection and Management Plans General,0.3333333333333333
5857,Exchange of Information,0.3333333333333333
5857,Management Plans,0.3333333333333333
5858,Operation of the Antarctic Treaty system General,1.0
5870,Operation of the Antarctic Treaty system The Secretariat,1.0
5871,Operation of the Antarctic Treaty system The Secretariat,1.0
5872,Operation of the Antarctic Treaty system The Secretariat,1.0
5873,Operation of the Antarctic Treaty system The Secretariat,1.0
5875,Comprehensive Environmental Evaluations,0.5
5875,Environmental Impact Assessment EIA Other EIA Matters,0.5
5877,Environmental Protection General,1.0
5879,Operation of the Antarctic Treaty system General,1.0
5880,Area Protection and Management Plans General,0.5
5880,Historic Sites and Monuments,0.5
5882,Area Protection and Management Plans General,1.0
5883,Area Protection and Management Plans General,1.0
5884,Inspections,1.0
5885,Environmental Protection General,1.0
5892,Operation of the Antarctic Treaty system General,1.0
5894,Operation of the Antarctic Treaty system General,1.0
5896,Opening statements,1.0
5897,Environmental Protection General,0.5
5897,Operation of the CEP,0.5
5898,Environmental Protection General,0.5
5898,Operation of the CEP,0.5
5899,Operation of the Antarctic Treaty system Reports,1.0
5907,Operation of the Antarctic Treaty system General,1.0
5909,Exchange of Information,0.5
5909,Operation of the Antarctic Treaty system General,0.5
5928,Search and Rescue,1.0
5933,Operational issues,1.0
5936,Operation of the Antarctic Treaty system General,1.0
5937,Operation of the Antarctic Treaty system General,1.0
5938,Operation of the Antarctic Treaty system Reports,1.0
5939,Management Plans,1.0
5944,Operation of the Antarctic Treaty system Reports,1.0
5945,Operational issues,1.0
5946,Operational issues,1.0
5947,Area Protection and Management Plans General,1.0
5948,Operational issues,0.5
5948,Tourism and NG_Activities,0.5
5949,Operational issues,0.5
5949,Tourism and NG_Activities,0.5
5950,Operational issues,0.5
5950,Tourism and NG_Activities,0.5
5951,Operational issues,1.0
5952,Operational issues,1.0
5953,Operational issues,1.0
5954,Tourism and NG_Activities,1.0
5955,Area Protection and Management Plans General,1.0
5956,Management Plans,1.0
5957,Area Protection and Management Plans General,1.0
5958,Operational issues,1.0
5959,Operational issues,1.0
5960,Operational issues,1.0
5961,Operational issues,1.0
5962,Tourism and NG_Activities,1.0
5963,Operation of the Antarctic Treaty system General,1.0
5964,Operation of the Antarctic Treaty system General,1.0
5965,Science issues,1.0
5966,Tourism and NG_Activities,1.0
5967,Tourism and NG_Activities,1.0
5968,Operational issues,1.0
5969,Mineral resources,1.0
5970,Mineral resources,1.0
5971,Prevention of marine pollution,1.0
5972,Drilling,1.0
5973,Tourism and NG_Activities,1.0
5974,Tourism and NG_Activities,1.0
5975,Tourism and NG_Activities,1.0
5976,Science issues,1.0
5977,Science issues,1.0
5978,Science issues,1.0
5979,Science issues,1.0
5980,Science issues,1.0
5981,Operation of the Antarctic Treaty system General,1.0
5982,Operational issues,1.0
5983,Area Protection and Management Plans General,1.0
5984,Area Protection and Management Plans General,1.0
5985,Prevention of marine pollution,1.0
5986,Mineral resources,1.0
5987,Operational issues,1.0
5988,Mineral resources,1.0
5989,Mineral resources,1.0
5990,Operational issues,1.0
5991,Mineral resources,1.0
5992,Mineral resources,1.0
5993,Mineral resources,1.0
5994,Mineral resources,1.0
5995,Operation of the Antarctic Treaty system General,1.0
5996,Mineral resources,1.0
5997,Mineral resources,1.0
5998,Science issues,1.0
5999,Operation of the Antarctic Treaty system General,1.0
6000,Human Footprint and wilderness values,1.0
6001,Human Footprint and wilderness values,1.0
6002,Prevention of marine pollution,1.0
6003,Prevention of marine pollution,1.0
6004,Prevention of marine pollution,1.0
6005,Prevention of marine pollution,1.0
6006,Tourism and NG_Activities,1.0
6007,Environmental Protection General,0.5
6007,Science issues,0.5
6008,Prevention of marine pollution,1.0
6009,Prevention of marine pollution,1.0
6010,Operation of the Antarctic Treaty system General,1.0
6011,Mineral resources,1.0
6012,Mineral resources,1.0
6013,Mineral resources,1.0
6014,Mineral resources,1.0
6015,Mineral resources,1.0
6016,Mineral resources,1.0
6017,Operation of the Antarctic Treaty system Reports,1.0
6018,Mineral resources,1.0
6019,Operation of the Antarctic Treaty system General,1.0
6020,Operation of the Antarctic Treaty system General,1.0
6021,Marine living resources,1.0
6022,Marine living resources,1.0
6068,Institutional and legal matters,1.0
6069,Tourism and NG_Activities,1.0
6070,Opening statements,1.0
6071,Fauna and Flora_General,0.5
6071,Human Footprint and wilderness values,0.5
6072,Institutional and legal matters,1.0
6073,Operational issues,0.5
6073,Science issues,0.5
6074,Environmental Protection General,0.3333333333333333
6074,Human Footprint and wilderness values,0.3333333333333333
6074,Opening statements,0.3333333333333333
6077,Operation of the Antarctic Treaty system General,1.0
6078,Institutional and legal matters,1.0
6087,Operation of the Antarctic Treaty system General,1.0
6088,Operation of the Antarctic Treaty system General,1.0
6089,Operation of the Antarctic Treaty system General,1.0
6090,Operation of the Antarctic Treaty system General,1.0
6091,Operation of the Antarctic Treaty system General,1.0
6092,Operation of the Antarctic Treaty system General,1.0
6094,Comprehensive Environmental Evaluations,1.0
6095,Comprehensive Environmental Evaluations,0.5
6095,Human Footprint and wilderness values,0.5
6096,Human Footprint and wilderness values,1.0
6097,Opening statements,1.0
6098,Human Footprint and wilderness values,1.0
6099,Exchange of Information,1.0
6100,Operational issues,0.5
6100,Science issues,0.5
6101,Tourism and NG_Activities,1.0
6102,Tourism and NG_Activities,1.0
6103,Exchange of Information,1.0
6104,Exchange of Information,1.0
6105,Human Footprint and wilderness values,1.0
6106,Human Footprint and wilderness values,1.0
6107,Mineral resources,1.0
6108,Exchange of Information,1.0
6109,Exchange of Information,1.0
6110,Exchange of Information,1.0
6140,Operational issues,1.0
6141,Operation of the Antarctic Treaty system The Secretariat,1.0
6142,Operation of the Antarctic Treaty system General,1.0
6143,Operational issues,1.0
6144,Cooperation with Other Organisations,1.0
6145,Cooperation with Other Organisations,1.0
6146,Cooperation with Other Organisations,1.0
6147,Inspections,1.0
6148,Operation of the Antarctic Treaty system General,1.0
6149,Operation of the Antarctic Treaty system General,1.0
6150,Operation of the Antarctic Treaty system General,1.0
6151,Operation of the Antarctic Treaty system The Secretariat,1.0
6152,Historic Sites and Monuments,1.0
6153,Operational issues,1.0
6154,Safety and Operations in Antarctica,1.0
6155,Area Protection and Management Plans General,1.0
6156,Area Protection and Management Plans General,1.0
6157,Operation of the Antarctic Treaty system General,1.0
6158,Tourism and NG_Activities,1.0
6159,Operational issues,1.0
6160,Operation of the Antarctic Treaty system General,1.0
6161,Tourism and NG_Activities,1.0
6162,Operational issues,1.0
6163,Educational issues,1.0
6164,Management Plans,1.0
6165,Operation of the Antarctic Treaty system General,1.0
6167,Drilling,1.0
6168,Inspections,1.0
6170,Environmental Protection General,0.5
6170,Historic Sites and Monuments,0.5
6171,Operation of the Antarctic Treaty system The Secretariat,1.0
6172,Tourism and NG_Activities,1.0
6174,Operation of the Antarctic Treaty system The Secretariat,1.0
6175,Marine Protected Areas,1.0
6176,Environmental Protection General,1.0
6177,Operation of the Antarctic Treaty system General,1.0
6178,Operation of the Antarctic Treaty system General,1.0
6179,Cooperation with Other Organisations,1.0
6180,Human Footprint and wilderness values,1.0
6181,Operation of the Antarctic Treaty system General,1.0
6182,Area Protection and Management Plans General,1.0
6183,Human Footprint and wilderness values,1.0
6184,Operational issues,1.0
6185,Tourism and NG_Activities,1.0
6186,Tourism and NG_Activities,1.0
6187,Science issues,1.0
6188,Operation of the Antarctic Treaty system General,1.0
6189,Operation of the Antarctic Treaty system General,1.0
6190,Operation of the Antarctic Treaty system General,1.0
6191,Operation of the Antarctic Treaty system General,1.0
6194,Operation of the Antarctic Treaty system General,1.0
6195,Mineral resources,1.0
6196,Operation of the Antarctic Treaty system Reports,1.0
6197,Operation of the Antarctic Treaty system Reports,1.0
6198,Operation of the Antarctic Treaty system Reports,1.0
6199,Operation of the Antarctic Treaty system General,1.0
6200,Operation of the Antarctic Treaty system General,1.0
6201,Operation of the Antarctic Treaty system General,1.0
6202,Operation of the Antarctic Treaty system General,1.0
6203,Operation of the Antarctic Treaty system General,1.0
6204,Operation of the Antarctic Treaty system General,1.0
6205,Operation of the Antarctic Treaty system General,1.0
6206,Inspections,1.0
6207,Operation of the Antarctic Treaty system General,1.0
6208,Institutional and legal matters,1.0
6209,Operation of the Antarctic Treaty system General,1.0
6210,Human Footprint and wilderness values,1.0
6211,Operation of the Antarctic Treaty system General,1.0
6212,Operation of the Antarctic Treaty system General,1.0
6214,Exchange of Information,1.0
6215,Operation of the Antarctic Treaty system General,1.0
6216,Operation of the Antarctic Treaty system General,1.0
6218,Operation of the Antarctic Treaty system General,1.0
6219,Exchange of Information,1.0
6220,Comprehensive Environmental Evaluations,0.5
6220,Human Footprint and wilderness values,0.5
6221,Waste management and disposal,1.0
6222,Tourism and NG_Activities,1.0
6223,Operational issues,1.0
6224,Operation of the Antarctic Treaty system General,1.0
6225,Operation of the Antarctic Treaty system General,1.0
6226,Operation of the Antarctic Treaty system General,1.0
6227,Operation of the Antarctic Treaty system General,1.0
6229,Operation of the Antarctic Treaty system General,1.0
6230,Comprehensive Environmental Evaluations,1.0
6231,Inspections,1.0
6232,Science issues,1.0
6234,Operation of the Antarctic Treaty system General,1.0
6235,Operation of the Antarctic Treaty system General,1.0
6236,Operation of the Antarctic Treaty system General,1.0
6237,Operation of the Antarctic Treaty system General,1.0
6238,Operation of the Antarctic Treaty system General,1.0
6239,Operation of the Antarctic Treaty system General,1.0
6255,Operation of the Antarctic Treaty system General,1.0
6256,Human Footprint and wilderness values,1.0
6257,Operational issues,1.0
6259,Tourism and NG_Activities,1.0
6260,Operational issues,1.0
6262,Human Footprint and wilderness values,1.0
6263,Human Footprint and wilderness values,1.0
6264,Operation of the Antarctic Treaty system General,1.0
6265,Human Footprint and wilderness values,1.0
6266,Exchange of Information,1.0
6267,Operation of the Antarctic Treaty system General,1.0
6268,Exchange of Information,1.0
6269,Exchange of Information,1.0
6271,Area Protection and Management Plans General,1.0
6272,Operational issues,1.0
6274,Historic Sites and Monuments,1.0
6276,Area Protection and Management Plans General,1.0
6277,Human Footprint and wilderness values,1.0
6278,Cooperation with Other Organisations,1.0
6279,Cooperation with Other Organisations,0.5
6279,Operation of the Antarctic Treaty system General,0.5
6280,Operation of the Antarctic Treaty system General,1.0
6281,Operational issues,1.0
6282,Operational issues,1.0
6284,Operation of the Antarctic Treaty system Reports,1.0
6285,Human Footprint and wilderness values,1.0
6286,Operation of the Antarctic Treaty system General,1.0
6288,Operation of the Antarctic Treaty system General,1.0
6290,Cooperation with Other Organisations,1.0
6291,Operation of the Antarctic Treaty system General,1.0
6292,Operation of the Antarctic Treaty system General,1.0
6293,Operation of the Antarctic Treaty system Reports,0.5
6293,Operational issues,0.5
6296,Operation of the Antarctic Treaty system General,1.0
6297,Operational issues,1.0
6298,Tourism and NG_Activities,1.0
6299,Exchange of Information,0.5
6299,Science issues,0.5
6300,Environmental Monitoring and Reporting,0.5
6300,Exchange of Information,0.5
6301,Science issues,1.0
6302,Cooperation with Other Organisations,1.0
6303,Exchange of Information,1.0
6304,Operational issues,1.0
6356,Safety and Operations in Antarctica,1.0
6357,Operation of the CEP,1.0
6359,Educational issues,1.0
6360,Inspections,1.0
6362,Area Protection and Management Plans General,0.5
6362,Management Plans,0.5
6363,Fauna and Flora_General,0.3333333333333333
6363,Nonnative Species and Quarantine,0.3333333333333333
6363,Tourism and NG_Activities,0.3333333333333333
6364,Environmental Impact Assessment EIA Other EIA Matters,1.0
6366,Area Protection and Management Plans General,0.5
6366,Management Plans,0.5
6367,Area Protection and Management Plans General,0.5
6367,Management Plans,0.5
6368,Cooperation with Other Organisations,0.5
6368,Operation of the Antarctic Treaty system Reports,0.5
6369,Climate Change,0.5
6369,Operation of the Antarctic Treaty system Reports,0.5
6370,Educational issues,1.0
6372,CEP Strategy Discussions,0.5
6372,Operation of the Antarctic Treaty system Reports,0.5
6373,Area Protection and Management Plans General,0.5
6373,Management Plans,0.5
6375,Biological Prospecting,1.0
6378,Environmental Impact Assessment EIA Other EIA Matters,0.5
6378,Tourism and NG_Activities,0.5
6380,Safety and Operations in Antarctica,1.0
6381,Science issues,1.0
6382,Emergency report and contingency planning,0.5
6382,Operational issues,0.5
6384,Environmental Monitoring and Reporting,0.5
6384,Environmental Protection General,0.5
6389,Science issues,1.0
6390,Area Protection and Management Plans General,0.5
6390,Environmental Monitoring and Reporting,0.5
6391,Cooperation with Other Organisations,1.0
6395,Fauna and Flora_General,0.5
6395,Science issues,0.5
6396,Area Protection and Management Plans General,0.5
6396,Management Plans,0.5
6397,Comprehensive Environmental Evaluations,1.0
6398,Environmental Monitoring and Reporting,0.3333333333333333
6398,Environmental Protection General,0.3333333333333333
6398,Tourism and NG_Activities,0.3333333333333333
6399,Environmental Monitoring and Reporting,0.5
6399,Environmental Protection General,0.5
6400,Area Protection and Management Plans General,0.5
6400,Management Plans,0.5
6401,Area Protection and Management Plans General,0.5
6401,Management Plans,0.5
6402,Cooperation with Other Organisations,0.5
6402,Operation of the Antarctic Treaty system Reports,0.5
6403,Environmental Monitoring and Reporting,0.3333333333333333
6403,Environmental Protection General,0.3333333333333333
6403,Science issues,0.3333333333333333
6404,Marine Protected Areas,1.0
6405,Area Protection and Management Plans General,0.5
6405,Management Plans,0.5
6406,Comprehensive Environmental Evaluations,1.0
6407,Area Protection and Management Plans General,0.5
6407,Site Guidelines for Visitors,0.5
6409,Operation of the Antarctic Treaty system Reports,0.5
6409,Safety and Operations in Antarctica,0.5
6410,Environmental Impact Assessment EIA Other EIA Matters,1.0
6411,Area Protection and Management Plans General,0.5
6411,Management Plans,0.5
6412,Area Protection and Management Plans General,0.5
6412,Management Plans,0.5
6413,Comprehensive Environmental Evaluations,1.0
6414,Environmental Impact Assessment EIA Other EIA Matters,0.5
6414,Environmental Protection General,0.5
6415,Environmental Impact Assessment EIA Other EIA Matters,0.5
6415,Environmental Protection General,0.5
6416,Management Plans,0.5
6416,Site Guidelines for Visitors,0.5
6417,Management Plans,0.5
6417,Operation of the Antarctic Treaty system Reports,0.5
6418,Institutional and legal matters,0.5
6418,Tourism and NG_Activities,0.5
6419,Area Protection and Management Plans General,0.3333333333333333
6419,Institutional and legal matters,0.3333333333333333
6419,Management Plans,0.3333333333333333
6420,Comprehensive Environmental Evaluations,0.5
6420,Environmental Impact Assessment EIA Other EIA Matters,0.5
6421,Area Protection and Management Plans General,0.5
6421,Environmental Protection General,0.5
6422,Area Protection and Management Plans General,0.5
6422,Environmental Monitoring and Reporting,0.5
6423,Institutional and legal matters,0.5
6423,Operation of the Antarctic Treaty system Reports,0.5
6424,Exchange of Information,0.5
6424,Operation of the Antarctic Treaty system Reports,0.5
6426,Exchange of Information,0.3333333333333333
6426,Management Plans,0.3333333333333333
6426,Tourism and NG_Activities,0.3333333333333333
6427,Environmental Protection General,0.3333333333333333
6427,Human Footprint and wilderness values,0.3333333333333333
6427,Marine living resources,0.3333333333333333
6428,Operation of the Antarctic Treaty system Reports,1.0
6429,Climate Change,0.5
6429,Environmental Monitoring and Reporting,0.5
6430,Science issues,1.0
6431,Safety and Operations in Antarctica,1.0
6432,Comprehensive Environmental Evaluations,1.0
6433,Tourism and NG_Activities,1.0
6434,Safety and Operations in Antarctica,1.0
6435,Climate Change,0.5
6435,Environmental Protection General,0.5
6437,Tourism and NG_Activities,1.0
6438,Exchange of Information,0.5
6438,Tourism and NG_Activities,0.5
6439,Tourism and NG_Activities,1.0
6440,Environmental Impact Assessment EIA Other EIA Matters,0.5
6440,Safety and Operations in Antarctica,0.5
6441,Area Protection and Management Plans General,0.5
6441,Management Plans,0.5
6442,Safety and Operations in Antarctica,1.0
6443,Management Plans,0.5
6443,Site Guidelines for Visitors,0.5
6444,Area Protection and Management Plans General,0.5
6444,Management Plans,0.5
6445,Exchange of Information,1.0
6446,Fauna and Flora_General,1.0
6447,Safety and Operations in Antarctica,1.0
6449,Safety and Operations in Antarctica,1.0
6450,Operation of the Antarctic Treaty system Reports,1.0
6452,Area Protection and Management Plans General,0.5
6452,Management Plans,0.5
6453,Area Protection and Management Plans General,0.3333333333333333
6453,Historic Sites and Monuments,0.3333333333333333
6453,Management Plans,0.3333333333333333
6454,Fauna and Flora_General,0.5
6454,Nonnative Species and Quarantine,0.5
6455,Area Protection and Management Plans General,0.5
6455,Management Plans,0.5
6456,Human Footprint and wilderness values,0.5
6456,Management Plans,0.5
6457,Fauna and Flora_General,1.0
6459,Environmental Monitoring and Reporting,0.5
6459,Environmental Protection General,0.5
6460,Climate Change,0.5
6460,Operation of the Antarctic Treaty system Reports,0.5
6461,Operation of the Antarctic Treaty system General,1.0
6462,Safety and Operations in Antarctica,1.0
6463,Safety and Operations in Antarctica,0.5
6463,Search and Rescue,0.5
6465,Science issues,1.0
6466,Science issues,1.0
6467,Waste management and disposal,1.0
6469,Environmental Impact Assessment EIA Other EIA Matters,1.0
6472,Environmental Impact Assessment EIA Other EIA Matters,1.0
6474,Environmental Monitoring and Reporting,0.5
6474,Environmental Protection General,0.5
6475,Climate Change,0.5
6475,Cooperation with Other Organisations,0.5
6477,Operation of the Antarctic Treaty system Reports,1.0
6478,Educational issues,1.0
6482,Environmental Protection General,0.5
6482,Fauna and Flora_General,0.5
6483,Area Protection and Management Plans General,0.5
6483,Management Plans,0.5
6484,Operation of the Antarctic Treaty system Reports,1.0
6486,Educational issues,1.0
6487,Cooperation with Other Organisations,0.5
6487,Science issues,0.5
6491,Tourism and NG_Activities,1.0
6495,Management Plans,0.5
6495,Marine Protected Areas,0.5
6497,Safety and Operations in Antarctica,1.0
6499,Operation of the Antarctic Treaty system Reports,1.0
6500,Operation of the Antarctic Treaty system Reports,1.0
6501,Liability,1.0
6502,Comprehensive Environmental Evaluations,1.0
6503,Tourism and NG_Activities,1.0
6504,Comprehensive Environmental Evaluations,0.5
6504,Environmental Impact Assessment EIA Other EIA Matters,0.5
6505,Comprehensive Environmental Evaluations,0.5
6505,Environmental Impact Assessment EIA Other EIA Matters,0.5
6507,Area Protection and Management Plans General,0.5
6507,Management Plans,0.5
6508,Site Guidelines for Visitors,0.5
6508,Tourism and NG_Activities,0.5
6509,Climate Change,1.0
6511,Safety and Operations in Antarctica,1.0
6512,Operation of the Antarctic Treaty system General,1.0
6513,Area Protection and Management Plans General,0.5
6513,Management Plans,0.5
6514,Environmental Impact Assessment EIA Other EIA Matters,1.0
6515,Environmental Impact Assessment EIA Other EIA Matters,1.0
6516,Emergency report and contingency planning,0.5
6516,Safety and Operations in Antarctica,0.5
6518,Emergency report and contingency planning,0.5
6518,Safety and Operations in Antarctica,0.5
6519,Area Protection and Management Plans General,0.5
6519,Management Plans,0.5
6520,Climate Change,0.5
6520,Operation of the Antarctic Treaty system Reports,0.5
6521,Human Footprint and wilderness values,1.0
6522,Safety and Operations in Antarctica,1.0
6524,Climate Change,1.0
6525,Environmental Impact Assessment EIA Other EIA Matters,0.5
6525,Science issues,0.5
6526,Climate Change,1.0
6527,Safety and Operations in Antarctica,1.0
6528,Operation of the Antarctic Treaty system Reports,0.5
6528,Science issues,0.5
6529,Tourism and NG_Activities,1.0
6531,Tourism and NG_Activities,1.0
6532,Safety and Operations in Antarctica,0.5
6532,Search and Rescue,0.5
6534,Operation of the Antarctic Treaty system General,1.0
6535,Science issues,1.0
6536,CEP Strategy Discussions,1.0
6537,Environmental Monitoring and Reporting,0.5
6537,Environmental Protection General,0.5
6538,Fauna and Flora_General,0.5
6538,Nonnative Species and Quarantine,0.5
6540,Tourism and NG_Activities,1.0
6541,Fauna and Flora_General,1.0
6542,Management Plans,0.3333333333333333
6542,Site Guidelines for Visitors,0.3333333333333333
6542,Tourism and NG_Activities,0.3333333333333333
6543,Tourism and NG_Activities,1.0
6544,Tourism and NG_Activities,1.0
6545,Tourism and NG_Activities,1.0
6546,Science issues,1.0
6551,Safety and Operations in Antarctica,1.0
6552,Site Guidelines for Visitors,0.5
6552,Tourism and NG_Activities,0.5
6553,Tourism and NG_Activities,1.0
6554,Safety and Operations in Antarctica,0.5
6554,Search and Rescue,0.5
6555,Educational issues,1.0
6560,Safety and Operations in Antarctica,1.0
6561,Science issues,1.0
6562,Operation of the Antarctic Treaty system Reports,1.0
6563,Area Protection and Management Plans General,0.5
6563,Management Plans,0.5
6572,Environmental Protection General,0.5
6572,Safety and Operations in Antarctica,0.5
6584,Operation of the Antarctic Treaty system Reports,1.0
6585,Human Footprint and wilderness values,1.0
6591,Operation of the Antarctic Treaty system Reports,1.0
6595,Climate Change,1.0
6605,Area Protection and Management Plans General,0.5
6605,Management Plans,0.5
6629,Operation of the Antarctic Treaty system Reports,1.0
6630,Operation of the Antarctic Treaty system Reports,1.0
6631,Opening statements,1.0
6632,Operation of the Antarctic Treaty system General,1.0
6633,Opening statements,1.0
6634,Opening statements,1.0
6635,Opening statements,1.0
6636,Opening statements,1.0
6637,Opening statements,1.0
6638,Opening statements,1.0
6639,Opening statements,1.0
6640,Opening statements,1.0
6641,Opening statements,1.0
6642,Opening statements,1.0
6643,Opening statements,1.0
6644,Opening statements,1.0
6645,Opening statements,1.0
6646,Opening statements,1.0
6647,Operation of the Antarctic Treaty system General,1.0
6648,Operation of the Antarctic Treaty system Reports,1.0
6649,Operation of the Antarctic Treaty system General,1.0
6650,Prevention of marine pollution,1.0
6651,Operation of the Antarctic Treaty system General,1.0
6652,Operational issues,1.0
6653,Prevention of marine pollution,1.0
6654,Tourism and NG_Activities,1.0
6656,Marine Protected Areas,1.0
6657,Area Protection and Management Plans General,1.0
6658,Exchange of Information,1.0
6659,Marine living resources,1.0
6660,Operation of the Antarctic Treaty system General,1.0
6663,Operation of the Antarctic Treaty system General,1.0
6664,Operation of the Antarctic Treaty system Reports,1.0
6668,Operation of the Antarctic Treaty system Reports,1.0
6669,Operation of the Antarctic Treaty system General,1.0
6670,Operation of the Antarctic Treaty system General,1.0
6675,Mineral resources,1.0
6676,Exchange of Information,0.3333333333333333
6676,Operation of the Antarctic Treaty system General,0.3333333333333333
6676,Operation of the Antarctic Treaty system Reports,0.3333333333333333
6678,Operational issues,1.0
6679,Operational issues,1.0
6680,Exchange of Information,0.5
6680,Operational issues,0.5
6681,Prevention of marine pollution,1.0
